variant_code,work_code,reason
vmm-8e019d685b3a2ad7856e7defc99285b665275a0007e90c6492e5e5ab1d993a1e,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-8e019d685b3a2ad7856e7defc99285b665275a0007e90c6492e5e5ab1d993a1e,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-fc8dd009333ef421413ecf8a94065ab09f6caac3ac9c26bcd68afbec5756b5e9,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-fc8dd009333ef421413ecf8a94065ab09f6caac3ac9c26bcd68afbec5756b5e9,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-43f6bd5698ecafd9749a9bfe6e055532c95f91fc6c0373b226fcfe0e3b26cd7c,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-43f6bd5698ecafd9749a9bfe6e055532c95f91fc6c0373b226fcfe0e3b26cd7c,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-6003a9ae4b064a03960a9a5997127c9d2fa4f7150f9a6b992cd2a65259cc1bca,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-6003a9ae4b064a03960a9a5997127c9d2fa4f7150f9a6b992cd2a65259cc1bca,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-c1203b74fa8f60c3d2959919ece2723e463fa160e1c71c2dad50be413590bc09,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-c1203b74fa8f60c3d2959919ece2723e463fa160e1c71c2dad50be413590bc09,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-0e2b10a4d3dd250a6cda1c2989670dbf7b6110d80bc94148131ba7938fbf9243,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-0e2b10a4d3dd250a6cda1c2989670dbf7b6110d80bc94148131ba7938fbf9243,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-09990b7b9493cdb2906670cdefeaf10c27b11f47ddafaa24bdf3bd2424f8d275,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-09990b7b9493cdb2906670cdefeaf10c27b11f47ddafaa24bdf3bd2424f8d275,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-bb21afec55ab43c46e1363e4b51cf7a606a52a2f59863c7e3b0cae9b222d62e3,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-bb21afec55ab43c46e1363e4b51cf7a606a52a2f59863c7e3b0cae9b222d62e3,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-610a6f08f1590cca358d908be31eb0f851629110b06b24d89d1ceeb12fabd7ad,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-610a6f08f1590cca358d908be31eb0f851629110b06b24d89d1ceeb12fabd7ad,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-7c96d0110ecc0e19d4b7475b803baa48cf674af714e6994f1ca5d544113f6fae,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-7c96d0110ecc0e19d4b7475b803baa48cf674af714e6994f1ca5d544113f6fae,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-1cb0126e982a8b9a9d4972a7e2924dfdaedca8e26084bed5d60f25ad67f37e88,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-1cb0126e982a8b9a9d4972a7e2924dfdaedca8e26084bed5d60f25ad67f37e88,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-6a7615eab51fc0fc43084a8909cb05df909cb813620827da42e889364e849961,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-6a7615eab51fc0fc43084a8909cb05df909cb813620827da42e889364e849961,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-fb0f88159eae39241a8022623dd550b0ba058e48e2f5b0c0f1f938d8bc0886c7,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-fb0f88159eae39241a8022623dd550b0ba058e48e2f5b0c0f1f938d8bc0886c7,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-31758ed4f74d0cfee536650b76f6d2cc7d527cbbd60b84dc79e3a291e356e6a4,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-31758ed4f74d0cfee536650b76f6d2cc7d527cbbd60b84dc79e3a291e356e6a4,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-41e6ebffcb7788717478a892a0a9d7882db694290581d1ebfdbc4248cc7331d5,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-41e6ebffcb7788717478a892a0a9d7882db694290581d1ebfdbc4248cc7331d5,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-2870c6595daf8e70f95e591711835202c9376b0703d2d43b3bac22aa048cb876,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-2870c6595daf8e70f95e591711835202c9376b0703d2d43b3bac22aa048cb876,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-859c72368101caa3f61d5f92497355dee24dff173030d2eb92c13456c0afa855,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-859c72368101caa3f61d5f92497355dee24dff173030d2eb92c13456c0afa855,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-fa45ab71b92b1c27582934c61fc4707f52e3784b9ba27f71513f6809dda458f5,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-fa45ab71b92b1c27582934c61fc4707f52e3784b9ba27f71513f6809dda458f5,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-31eb8fd23b6feb7c59b8a5ae79192b0176902efe3f8c6ada46e6efee5648634d,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-31eb8fd23b6feb7c59b8a5ae79192b0176902efe3f8c6ada46e6efee5648634d,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-015e38f8102b79765bc609cfb54901970f8113563a8ec7e44bb3b09334bcb6af,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-015e38f8102b79765bc609cfb54901970f8113563a8ec7e44bb3b09334bcb6af,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-e47d746a5437ed631aeafeaf7df29236a0d70e5a0536f8abb0209a61006bc822,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-e47d746a5437ed631aeafeaf7df29236a0d70e5a0536f8abb0209a61006bc822,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-8db52d40c47c0999bdee9babfa7bd8e6433eb9dfdfc35f059a596c08bca24ad6,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-8db52d40c47c0999bdee9babfa7bd8e6433eb9dfdfc35f059a596c08bca24ad6,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-4bfff8325964a3e46248f1898d558898149a2322f1c1031f5f2ce7dc226171ad,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-4bfff8325964a3e46248f1898d558898149a2322f1c1031f5f2ce7dc226171ad,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-7ea527b6e6a65cf46f6b84cafa997c47dcc0613ae545ba7fda8a58c9333fec53,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-7ea527b6e6a65cf46f6b84cafa997c47dcc0613ae545ba7fda8a58c9333fec53,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-ee999054e1ee0772f8b5cde048420a278d48ff820a85704ef8f4cce022de075e,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-ee999054e1ee0772f8b5cde048420a278d48ff820a85704ef8f4cce022de075e,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-684d2025c375ad8d4ab1cf600272262766d272586612ae1a0503421cc72d2bf9,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-684d2025c375ad8d4ab1cf600272262766d272586612ae1a0503421cc72d2bf9,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-241e5c8448923f9acf258f0c55168017cc4701027cc372271ea426a098e8d35d,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-241e5c8448923f9acf258f0c55168017cc4701027cc372271ea426a098e8d35d,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-6152b7528b3af22fef4eb8a78a1dd769ed473f54015a4389fffd0bad90bb6c59,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-6152b7528b3af22fef4eb8a78a1dd769ed473f54015a4389fffd0bad90bb6c59,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-219c22f0c11cc62748cdb44adfe9a8d363b6739619f30b084e1edd312c74a9f0,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-219c22f0c11cc62748cdb44adfe9a8d363b6739619f30b084e1edd312c74a9f0,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-c71952a55afdef2cdfa29390f37ddb959f4fe3ba0304824c8b744c1813445dcd,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-c71952a55afdef2cdfa29390f37ddb959f4fe3ba0304824c8b744c1813445dcd,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-710c937280fd51076c03d1b4c478465351b77017df84a26d274917be8432559e,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-710c937280fd51076c03d1b4c478465351b77017df84a26d274917be8432559e,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-0f9803e958c1351f7c10e8869032682301eed60ae01e7035c5a85b5d4b8e3671,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-0f9803e958c1351f7c10e8869032682301eed60ae01e7035c5a85b5d4b8e3671,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-bb127f9fd05c6d924d345ca17fbe4b64383b4751c2acba929277a26948b7b393,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-bb127f9fd05c6d924d345ca17fbe4b64383b4751c2acba929277a26948b7b393,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-8a7f00c9fae8b09fcaf224d0b4ba5a15088a47f82d41f2b451cb9006430a3db6,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-8a7f00c9fae8b09fcaf224d0b4ba5a15088a47f82d41f2b451cb9006430a3db6,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-015ce22cc62baa55c4d85625e935a471aab5de08bb13493ff088acb2cc2eb166,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-015ce22cc62baa55c4d85625e935a471aab5de08bb13493ff088acb2cc2eb166,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-991d91dd1dc20f532de587da1bb6a729b8a6c0abb7495b8c7f59e4fe8a768ce0,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-991d91dd1dc20f532de587da1bb6a729b8a6c0abb7495b8c7f59e4fe8a768ce0,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-60b67ae808ac75dfa97f5902bafb7b349bc92737504eddde798c0324577012bb,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-60b67ae808ac75dfa97f5902bafb7b349bc92737504eddde798c0324577012bb,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-629a141104b60a1f7b43c08069bc5f008f1964b650f84f04f1192cadfb621187,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-629a141104b60a1f7b43c08069bc5f008f1964b650f84f04f1192cadfb621187,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-f40ca1a712b1ec95f35938fd72d1b3ec2530299328ac8444dc02ad37a440f822,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-f40ca1a712b1ec95f35938fd72d1b3ec2530299328ac8444dc02ad37a440f822,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-49c9e2e48eac09be847fb27be4189abfca68f42afa1879d778913cfa3f16ed45,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-49c9e2e48eac09be847fb27be4189abfca68f42afa1879d778913cfa3f16ed45,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-779965c850c14c22e4b534970885270b7be3e0d5297a4c0ea40dcc1a17d971a3,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-779965c850c14c22e4b534970885270b7be3e0d5297a4c0ea40dcc1a17d971a3,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-c2c9cd6919f0fef97e59dcc1b3fb67b5b109f7aae6e08f2d5fab664cbbfbfc29,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-c2c9cd6919f0fef97e59dcc1b3fb67b5b109f7aae6e08f2d5fab664cbbfbfc29,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-4de737630f380da60e2315c9acae3f67eabf45383d3ed825adb28cd02e0af860,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-4de737630f380da60e2315c9acae3f67eabf45383d3ed825adb28cd02e0af860,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-89f66f066dc21348686070e1fcefa39142e9eef809faaee0fd65e75f3b746b15,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-89f66f066dc21348686070e1fcefa39142e9eef809faaee0fd65e75f3b746b15,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-60b830822ce8815ea41652d2ad1557729a7b16f3e0b25828b5b8df67e2b60b65,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-60b830822ce8815ea41652d2ad1557729a7b16f3e0b25828b5b8df67e2b60b65,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-6f6bfb05ae25bcb37e37e336d92a4fc7a369f49cedee66112a3c6210667c9b1a,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-6f6bfb05ae25bcb37e37e336d92a4fc7a369f49cedee66112a3c6210667c9b1a,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-dbdf87ed05b19b9248e23048c6b2807abb0ebf828de15bd11df988e6d735fc8e,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-dbdf87ed05b19b9248e23048c6b2807abb0ebf828de15bd11df988e6d735fc8e,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-286c6d889895be48e801df75ea0f105818c0bf43bf98180e0b4e6527f304b097,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-286c6d889895be48e801df75ea0f105818c0bf43bf98180e0b4e6527f304b097,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-0ab0f249485e2bd5b22cfefeaa105ce1ffa38585d59611d371b8d74066efdcf2,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-0ab0f249485e2bd5b22cfefeaa105ce1ffa38585d59611d371b8d74066efdcf2,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-e23b4c929e73744304688ceb012015ad9818248c2bd579d75c37289dc4d633d0,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-e23b4c929e73744304688ceb012015ad9818248c2bd579d75c37289dc4d633d0,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-b29a0313e4f92917b296b658b1d43a70e7c6cbaf9e6dfb8417b2844398069c76,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-b29a0313e4f92917b296b658b1d43a70e7c6cbaf9e6dfb8417b2844398069c76,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-27da651211b95eb7ea6d6060504d617d29fb9585d29e8f3d209aed77c8739970,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-27da651211b95eb7ea6d6060504d617d29fb9585d29e8f3d209aed77c8739970,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-f2e69efe668e618462d780b83df78d71547340ad34fcea4baffa6a4e3e3a048c,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-f2e69efe668e618462d780b83df78d71547340ad34fcea4baffa6a4e3e3a048c,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-4b5da1a9a8344192704cb5b6894e23eed4f98c225588d39986977e693dba3be9,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-4b5da1a9a8344192704cb5b6894e23eed4f98c225588d39986977e693dba3be9,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-25d20cee3ef95c1f3c6954e2843ce65b68b5a213568fec874f9035098e4c8923,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-25d20cee3ef95c1f3c6954e2843ce65b68b5a213568fec874f9035098e4c8923,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-42a71495f005749f37c1bbb632ad4d93b406ac20393baffa6b469690c37ce62c,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-42a71495f005749f37c1bbb632ad4d93b406ac20393baffa6b469690c37ce62c,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-b875a656dccc67e8050421e787adf3a368cf7e7eb5bdd118100a66d67785e0e1,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-b875a656dccc67e8050421e787adf3a368cf7e7eb5bdd118100a66d67785e0e1,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-2579f9a5c3924617031a8a3015d6b1014479d69d167dbbcea79428cb4485d705,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-2579f9a5c3924617031a8a3015d6b1014479d69d167dbbcea79428cb4485d705,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-71b0eb5cf9eb570bd16388842987dabe5975d1d2b2b28c6e95f2ea689eceba67,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-73d3efcbce7a56c0696a3c8f903fd7058ca10f80c022702e2773eba38e193416,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-73d3efcbce7a56c0696a3c8f903fd7058ca10f80c022702e2773eba38e193416,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-916d06a9af24724d9c58e0215629e841ec241a4e65fc9e2fca8cfdff702d71be,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-916d06a9af24724d9c58e0215629e841ec241a4e65fc9e2fca8cfdff702d71be,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-03e5663efd14b7867aa67c581645eadc394f06ce38e84b4da7c605b3db039e55,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-03e5663efd14b7867aa67c581645eadc394f06ce38e84b4da7c605b3db039e55,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-fa0d4b9202b6146e1fc49c33cf4376c110b00c598fbbd509f4c1c44c8bc3472f,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-fa0d4b9202b6146e1fc49c33cf4376c110b00c598fbbd509f4c1c44c8bc3472f,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-1e852b1b0e6b458051442a375a8e2145541d290ac54c72f9ee0e97253e387909,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-1e852b1b0e6b458051442a375a8e2145541d290ac54c72f9ee0e97253e387909,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
vmm-142016146b1b9b767a70a8c28617f7a370f0256cb4ea50e0fcd940068a97e994,DIFFERENTIAL_OIL,FWD_HAS_NO_SEPARATE_DIFFERENTIAL_SERVICE_IN_THIS_MODEL
vmm-142016146b1b9b767a70a8c28617f7a370f0256cb4ea50e0fcd940068a97e994,TRANSFER_CASE_OIL,NO_TRANSFER_CASE_ON_EXPLICIT_TWO_WHEEL_DRIVE_VARIANT
