work_code,price_class,min_price_eur,max_price_eur,source_method
COOLING_PRESSURE_TEST,PREMIUM,30,50,COLLAPSED_OLD_MODEL_MEDIAN
COOLING_PRESSURE_TEST,PERFORMANCE,55,85,COLLAPSED_OLD_MODEL_MEDIAN
COOLING_PRESSURE_TEST,EXOTIC,90,130,COLLAPSED_OLD_MODEL_MEDIAN
OIL_PAN_GASKET,ECONOMY,200,260,COLLAPSED_OLD_MODEL_MEDIAN
OIL_PAN_GASKET,STANDARD,210,270,COLLAPSED_OLD_MODEL_MEDIAN
OIL_PAN_GASKET,PREMIUM,260,320,COLLAPSED_OLD_MODEL_MEDIAN
OIL_PAN_GASKET,PERFORMANCE,400,480,COLLAPSED_OLD_MODEL_MEDIAN
OIL_PAN_GASKET,EXOTIC,680,820,COLLAPSED_OLD_MODEL_MEDIAN
VALVE_COVER_GASKET,ECONOMY,120,160,COLLAPSED_OLD_MODEL_MEDIAN
VALVE_COVER_GASKET,STANDARD,130,170,COLLAPSED_OLD_MODEL_MEDIAN
VALVE_COVER_GASKET,PREMIUM,160,200,COLLAPSED_OLD_MODEL_MEDIAN
VALVE_COVER_GASKET,PERFORMANCE,240,300,COLLAPSED_OLD_MODEL_MEDIAN
VALVE_COVER_GASKET,EXOTIC,430,530,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_MOUNT,ECONOMY,180,240,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_MOUNT,STANDARD,200,260,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_MOUNT,PREMIUM,280,340,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_MOUNT,PERFORMANCE,430,530,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_MOUNT,EXOTIC,930,1110,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_REBUILD,ECONOMY,3730,4370,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_REBUILD,STANDARD,4140,4860,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_REBUILD,PREMIUM,5180,6080,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_REBUILD,PERFORMANCE,7300,8580,COLLAPSED_OLD_MODEL_MEDIAN
ENGINE_REBUILD,EXOTIC,12980,15240,COLLAPSED_OLD_MODEL_MEDIAN
HEAD_GASKET,ECONOMY,1150,1370,COLLAPSED_OLD_MODEL_MEDIAN
HEAD_GASKET,STANDARD,1270,1530,COLLAPSED_OLD_MODEL_MEDIAN
HEAD_GASKET,PREMIUM,1590,1910,COLLAPSED_OLD_MODEL_MEDIAN
HEAD_GASKET,PERFORMANCE,2250,2690,COLLAPSED_OLD_MODEL_MEDIAN
HEAD_GASKET,EXOTIC,4040,4740,COLLAPSED_OLD_MODEL_MEDIAN
TIMING_CHAIN,ECONOMY,630,770,COLLAPSED_OLD_MODEL_MEDIAN
TIMING_CHAIN,STANDARD,730,890,COLLAPSED_OLD_MODEL_MEDIAN
TIMING_CHAIN,PREMIUM,960,1160,COLLAPSED_OLD_MODEL_MEDIAN
TIMING_CHAIN,PERFORMANCE,1610,1930,COLLAPSED_OLD_MODEL_MEDIAN
TIMING_CHAIN,EXOTIC,3410,4010,COLLAPSED_OLD_MODEL_MEDIAN
AUX_TENSIONER,ECONOMY,120,160,COLLAPSED_OLD_MODEL_MEDIAN
AUX_TENSIONER,STANDARD,140,180,COLLAPSED_OLD_MODEL_MEDIAN
AUX_TENSIONER,PREMIUM,180,240,COLLAPSED_OLD_MODEL_MEDIAN
AUX_TENSIONER,PERFORMANCE,300,360,COLLAPSED_OLD_MODEL_MEDIAN
AUX_TENSIONER,EXOTIC,630,770,COLLAPSED_OLD_MODEL_MEDIAN
RADIATOR,ECONOMY,280,340,COLLAPSED_OLD_MODEL_MEDIAN
RADIATOR,STANDARD,320,400,COLLAPSED_OLD_MODEL_MEDIAN
RADIATOR,PREMIUM,460,560,COLLAPSED_OLD_MODEL_MEDIAN
RADIATOR,PERFORMANCE,690,850,COLLAPSED_OLD_MODEL_MEDIAN
RADIATOR,EXOTIC,1550,1850,COLLAPSED_OLD_MODEL_MEDIAN
COOLANT_HOSE,ECONOMY,100,140,COLLAPSED_OLD_MODEL_MEDIAN
COOLANT_HOSE,STANDARD,110,150,COLLAPSED_OLD_MODEL_MEDIAN
COOLANT_HOSE,PREMIUM,160,200,COLLAPSED_OLD_MODEL_MEDIAN
COOLANT_HOSE,PERFORMANCE,220,280,COLLAPSED_OLD_MODEL_MEDIAN
COOLANT_HOSE,EXOTIC,470,570,COLLAPSED_OLD_MODEL_MEDIAN
MAF_SENSOR,ECONOMY,120,160,COLLAPSED_OLD_MODEL_MEDIAN
MAF_SENSOR,STANDARD,140,180,COLLAPSED_OLD_MODEL_MEDIAN
MAF_SENSOR,PREMIUM,200,260,COLLAPSED_OLD_MODEL_MEDIAN
MAF_SENSOR,PERFORMANCE,340,420,COLLAPSED_OLD_MODEL_MEDIAN
MAF_SENSOR,EXOTIC,760,940,COLLAPSED_OLD_MODEL_MEDIAN
MAP_SENSOR,ECONOMY,75,100,COLLAPSED_OLD_MODEL_MEDIAN
MAP_SENSOR,STANDARD,80,120,COLLAPSED_OLD_MODEL_MEDIAN
MAP_SENSOR,PREMIUM,110,150,COLLAPSED_OLD_MODEL_MEDIAN
MAP_SENSOR,PERFORMANCE,190,250,COLLAPSED_OLD_MODEL_MEDIAN
MAP_SENSOR,EXOTIC,420,520,COLLAPSED_OLD_MODEL_MEDIAN
CRANKSHAFT_SENSOR,ECONOMY,100,140,COLLAPSED_OLD_MODEL_MEDIAN
CRANKSHAFT_SENSOR,STANDARD,120,160,COLLAPSED_OLD_MODEL_MEDIAN
CRANKSHAFT_SENSOR,PREMIUM,160,200,COLLAPSED_OLD_MODEL_MEDIAN
CRANKSHAFT_SENSOR,PERFORMANCE,250,310,COLLAPSED_OLD_MODEL_MEDIAN
CRANKSHAFT_SENSOR,EXOTIC,510,630,COLLAPSED_OLD_MODEL_MEDIAN
CAMSHAFT_SENSOR,ECONOMY,80,120,COLLAPSED_OLD_MODEL_MEDIAN
CAMSHAFT_SENSOR,STANDARD,100,140,COLLAPSED_OLD_MODEL_MEDIAN
CAMSHAFT_SENSOR,PREMIUM,140,180,COLLAPSED_OLD_MODEL_MEDIAN
CAMSHAFT_SENSOR,PERFORMANCE,230,280,COLLAPSED_OLD_MODEL_MEDIAN
CAMSHAFT_SENSOR,EXOTIC,480,580,COLLAPSED_OLD_MODEL_MEDIAN
THROTTLE_BODY,ECONOMY,250,310,COLLAPSED_OLD_MODEL_MEDIAN
THROTTLE_BODY,STANDARD,300,360,COLLAPSED_OLD_MODEL_MEDIAN
THROTTLE_BODY,PREMIUM,410,510,COLLAPSED_OLD_MODEL_MEDIAN
THROTTLE_BODY,PERFORMANCE,680,840,COLLAPSED_OLD_MODEL_MEDIAN
THROTTLE_BODY,EXOTIC,1560,1860,COLLAPSED_OLD_MODEL_MEDIAN
PETROL_INJECTOR,ECONOMY,190,250,COLLAPSED_OLD_MODEL_MEDIAN
PETROL_INJECTOR,STANDARD,220,280,COLLAPSED_OLD_MODEL_MEDIAN
PETROL_INJECTOR,PREMIUM,320,400,COLLAPSED_OLD_MODEL_MEDIAN
PETROL_INJECTOR,PERFORMANCE,500,620,COLLAPSED_OLD_MODEL_MEDIAN
PETROL_INJECTOR,EXOTIC,1110,1330,COLLAPSED_OLD_MODEL_MEDIAN
FUEL_PUMP,ECONOMY,220,280,COLLAPSED_OLD_MODEL_MEDIAN
FUEL_PUMP,STANDARD,260,320,COLLAPSED_OLD_MODEL_MEDIAN
FUEL_PUMP,PREMIUM,340,420,COLLAPSED_OLD_MODEL_MEDIAN
FUEL_PUMP,PERFORMANCE,560,680,COLLAPSED_OLD_MODEL_MEDIAN
FUEL_PUMP,EXOTIC,1210,1450,COLLAPSED_OLD_MODEL_MEDIAN
HIGH_PRESSURE_PUMP,ECONOMY,980,1180,COLLAPSED_OLD_MODEL_MEDIAN
HIGH_PRESSURE_PUMP,STANDARD,1090,1310,COLLAPSED_OLD_MODEL_MEDIAN
HIGH_PRESSURE_PUMP,PREMIUM,1360,1640,COLLAPSED_OLD_MODEL_MEDIAN
HIGH_PRESSURE_PUMP,PERFORMANCE,1930,2310,COLLAPSED_OLD_MODEL_MEDIAN
HIGH_PRESSURE_PUMP,EXOTIC,3460,4060,COLLAPSED_OLD_MODEL_MEDIAN
DIESEL_INJECTOR_SEAL,ECONOMY,90,130,COLLAPSED_OLD_MODEL_MEDIAN
DIESEL_INJECTOR_SEAL,STANDARD,100,140,COLLAPSED_OLD_MODEL_MEDIAN
DIESEL_INJECTOR_SEAL,PREMIUM,110,150,COLLAPSED_OLD_MODEL_MEDIAN
DIESEL_INJECTOR_SEAL,PERFORMANCE,150,190,COLLAPSED_OLD_MODEL_MEDIAN
DIESEL_INJECTOR_SEAL,EXOTIC,250,310,COLLAPSED_OLD_MODEL_MEDIAN
GLOW_CONTROLLER,ECONOMY,130,170,COLLAPSED_OLD_MODEL_MEDIAN
GLOW_CONTROLLER,STANDARD,150,190,COLLAPSED_OLD_MODEL_MEDIAN
GLOW_CONTROLLER,PREMIUM,200,260,COLLAPSED_OLD_MODEL_MEDIAN
GLOW_CONTROLLER,PERFORMANCE,310,380,COLLAPSED_OLD_MODEL_MEDIAN
GLOW_CONTROLLER,EXOTIC,680,840,COLLAPSED_OLD_MODEL_MEDIAN
TURBO_HOSE,ECONOMY,90,130,COLLAPSED_OLD_MODEL_MEDIAN
TURBO_HOSE,STANDARD,100,140,COLLAPSED_OLD_MODEL_MEDIAN
TURBO_HOSE,PREMIUM,140,180,COLLAPSED_OLD_MODEL_MEDIAN
TURBO_HOSE,PERFORMANCE,230,290,COLLAPSED_OLD_MODEL_MEDIAN
TURBO_HOSE,EXOTIC,490,590,COLLAPSED_OLD_MODEL_MEDIAN
EXHAUST_MUFFLER,ECONOMY,210,270,COLLAPSED_OLD_MODEL_MEDIAN
EXHAUST_MUFFLER,STANDARD,250,310,COLLAPSED_OLD_MODEL_MEDIAN
EXHAUST_MUFFLER,PREMIUM,330,410,COLLAPSED_OLD_MODEL_MEDIAN
EXHAUST_MUFFLER,PERFORMANCE,550,670,COLLAPSED_OLD_MODEL_MEDIAN
EXHAUST_MUFFLER,EXOTIC,1220,1460,COLLAPSED_OLD_MODEL_MEDIAN
CATALYTIC_CONVERTER,ECONOMY,730,890,COLLAPSED_OLD_MODEL_MEDIAN
CATALYTIC_CONVERTER,STANDARD,810,990,COLLAPSED_OLD_MODEL_MEDIAN
CATALYTIC_CONVERTER,PREMIUM,1030,1230,COLLAPSED_OLD_MODEL_MEDIAN
CATALYTIC_CONVERTER,PERFORMANCE,1450,1730,COLLAPSED_OLD_MODEL_MEDIAN
CATALYTIC_CONVERTER,EXOTIC,2570,3070,COLLAPSED_OLD_MODEL_MEDIAN
GPF_REPLACEMENT,ECONOMY,890,1090,COLLAPSED_OLD_MODEL_MEDIAN
GPF_REPLACEMENT,STANDARD,1000,1200,COLLAPSED_OLD_MODEL_MEDIAN
GPF_REPLACEMENT,PREMIUM,1260,1500,COLLAPSED_OLD_MODEL_MEDIAN
GPF_REPLACEMENT,PERFORMANCE,1770,2110,COLLAPSED_OLD_MODEL_MEDIAN
GPF_REPLACEMENT,EXOTIC,3040,3560,COLLAPSED_OLD_MODEL_MEDIAN
DPF_PRESSURE_SENSOR,ECONOMY,100,140,COLLAPSED_OLD_MODEL_MEDIAN
DPF_PRESSURE_SENSOR,STANDARD,110,150,COLLAPSED_OLD_MODEL_MEDIAN
DPF_PRESSURE_SENSOR,PREMIUM,150,190,COLLAPSED_OLD_MODEL_MEDIAN
DPF_PRESSURE_SENSOR,PERFORMANCE,230,290,COLLAPSED_OLD_MODEL_MEDIAN
DPF_PRESSURE_SENSOR,EXOTIC,490,590,COLLAPSED_OLD_MODEL_MEDIAN
NOX_SENSOR,ECONOMY,330,410,COLLAPSED_OLD_MODEL_MEDIAN
NOX_SENSOR,STANDARD,400,480,COLLAPSED_OLD_MODEL_MEDIAN
NOX_SENSOR,PREMIUM,530,650,COLLAPSED_OLD_MODEL_MEDIAN
NOX_SENSOR,PERFORMANCE,850,1030,COLLAPSED_OLD_MODEL_MEDIAN
NOX_SENSOR,EXOTIC,1890,2270,COLLAPSED_OLD_MODEL_MEDIAN
ADBLUE_PUMP,ECONOMY,810,990,COLLAPSED_OLD_MODEL_MEDIAN
ADBLUE_PUMP,STANDARD,910,1090,COLLAPSED_OLD_MODEL_MEDIAN
ADBLUE_PUMP,PREMIUM,1140,1360,COLLAPSED_OLD_MODEL_MEDIAN
ADBLUE_PUMP,PERFORMANCE,1500,1800,COLLAPSED_OLD_MODEL_MEDIAN
ADBLUE_PUMP,EXOTIC,2760,3240,COLLAPSED_OLD_MODEL_MEDIAN
FRONT_CALIPER,ECONOMY,160,200,COLLAPSED_OLD_MODEL_MEDIAN
FRONT_CALIPER,STANDARD,180,220,COLLAPSED_OLD_MODEL_MEDIAN
FRONT_CALIPER,PREMIUM,240,300,COLLAPSED_OLD_MODEL_MEDIAN
FRONT_CALIPER,PERFORMANCE,350,430,COLLAPSED_OLD_MODEL_MEDIAN
FRONT_CALIPER,EXOTIC,700,860,COLLAPSED_OLD_MODEL_MEDIAN
REAR_CALIPER,ECONOMY,170,210,COLLAPSED_OLD_MODEL_MEDIAN
REAR_CALIPER,STANDARD,180,240,COLLAPSED_OLD_MODEL_MEDIAN
REAR_CALIPER,PREMIUM,250,310,COLLAPSED_OLD_MODEL_MEDIAN
REAR_CALIPER,PERFORMANCE,380,460,COLLAPSED_OLD_MODEL_MEDIAN
REAR_CALIPER,EXOTIC,750,910,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_HOSE,ECONOMY,75,100,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_HOSE,STANDARD,75,100,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_HOSE,PREMIUM,100,140,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_HOSE,PERFORMANCE,130,170,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_HOSE,EXOTIC,240,300,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_MASTER_CYLINDER,ECONOMY,320,400,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_MASTER_CYLINDER,STANDARD,360,440,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_MASTER_CYLINDER,PREMIUM,450,550,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_MASTER_CYLINDER,PERFORMANCE,640,780,COLLAPSED_OLD_MODEL_MEDIAN
BRAKE_MASTER_CYLINDER,EXOTIC,1140,1360,COLLAPSED_OLD_MODEL_MEDIAN
ABS_SENSOR,ECONOMY,75,100,COLLAPSED_OLD_MODEL_MEDIAN
ABS_SENSOR,STANDARD,80,120,COLLAPSED_OLD_MODEL_MEDIAN
ABS_SENSOR,PREMIUM,110,150,COLLAPSED_OLD_MODEL_MEDIAN
ABS_SENSOR,PERFORMANCE,140,180,COLLAPSED_OLD_MODEL_MEDIAN
ABS_SENSOR,EXOTIC,240,300,COLLAPSED_OLD_MODEL_MEDIAN
ABS_HYDRAULIC_UNIT,ECONOMY,690,850,COLLAPSED_OLD_MODEL_MEDIAN
ABS_HYDRAULIC_UNIT,STANDARD,760,940,COLLAPSED_OLD_MODEL_MEDIAN
ABS_HYDRAULIC_UNIT,PREMIUM,960,1160,COLLAPSED_OLD_MODEL_MEDIAN
ABS_HYDRAULIC_UNIT,PERFORMANCE,1360,1640,COLLAPSED_OLD_MODEL_MEDIAN
ABS_HYDRAULIC_UNIT,EXOTIC,2430,2910,COLLAPSED_OLD_MODEL_MEDIAN
PARKING_BRAKE_CABLE,ECONOMY,110,150,COLLAPSED_OLD_MODEL_MEDIAN
PARKING_BRAKE_CABLE,STANDARD,120,160,COLLAPSED_OLD_MODEL_MEDIAN
PARKING_BRAKE_CABLE,PREMIUM,160,200,COLLAPSED_OLD_MODEL_MEDIAN
PARKING_BRAKE_CABLE,PERFORMANCE,190,250,COLLAPSED_OLD_MODEL_MEDIAN
PARKING_BRAKE_CABLE,EXOTIC,320,400,COLLAPSED_OLD_MODEL_MEDIAN
CONTROL_ARM,ECONOMY,180,240,COLLAPSED_OLD_MODEL_MEDIAN
CONTROL_ARM,STANDARD,210,270,COLLAPSED_OLD_MODEL_MEDIAN
CONTROL_ARM,PREMIUM,280,340,COLLAPSED_OLD_MODEL_MEDIAN
CONTROL_ARM,PERFORMANCE,340,420,COLLAPSED_OLD_MODEL_MEDIAN
CONTROL_ARM,EXOTIC,610,750,COLLAPSED_OLD_MODEL_MEDIAN
BALL_JOINT,ECONOMY,80,120,COLLAPSED_OLD_MODEL_MEDIAN
BALL_JOINT,STANDARD,90,130,COLLAPSED_OLD_MODEL_MEDIAN
BALL_JOINT,PREMIUM,120,160,COLLAPSED_OLD_MODEL_MEDIAN
BALL_JOINT,PERFORMANCE,150,190,COLLAPSED_OLD_MODEL_MEDIAN
BALL_JOINT,EXOTIC,250,310,COLLAPSED_OLD_MODEL_MEDIAN
STABILIZER_LINK,ECONOMY,45,75,COLLAPSED_OLD_MODEL_MEDIAN
STABILIZER_LINK,STANDARD,55,85,COLLAPSED_OLD_MODEL_MEDIAN
STABILIZER_LINK,PREMIUM,65,95,COLLAPSED_OLD_MODEL_MEDIAN
STABILIZER_LINK,PERFORMANCE,80,120,COLLAPSED_OLD_MODEL_MEDIAN
STABILIZER_LINK,EXOTIC,160,200,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_TIE_ROD,ECONOMY,80,120,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_TIE_ROD,STANDARD,90,130,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_TIE_ROD,PREMIUM,120,160,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_TIE_ROD,PERFORMANCE,150,190,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_TIE_ROD,EXOTIC,260,320,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_RACK,ECONOMY,730,890,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_RACK,STANDARD,810,990,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_RACK,PREMIUM,1030,1230,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_RACK,PERFORMANCE,1450,1730,COLLAPSED_OLD_MODEL_MEDIAN
STEERING_RACK,EXOTIC,2570,3070,COLLAPSED_OLD_MODEL_MEDIAN
COIL_SPRINGS_AXLE,ECONOMY,210,270,COLLAPSED_OLD_MODEL_MEDIAN
COIL_SPRINGS_AXLE,STANDARD,230,290,COLLAPSED_OLD_MODEL_MEDIAN
COIL_SPRINGS_AXLE,PREMIUM,300,360,COLLAPSED_OLD_MODEL_MEDIAN
COIL_SPRINGS_AXLE,PERFORMANCE,370,450,COLLAPSED_OLD_MODEL_MEDIAN
COIL_SPRINGS_AXLE,EXOTIC,640,780,COLLAPSED_OLD_MODEL_MEDIAN
STRUT_TOP_MOUNT,ECONOMY,130,170,COLLAPSED_OLD_MODEL_MEDIAN
STRUT_TOP_MOUNT,STANDARD,140,180,COLLAPSED_OLD_MODEL_MEDIAN
STRUT_TOP_MOUNT,PREMIUM,180,220,COLLAPSED_OLD_MODEL_MEDIAN
STRUT_TOP_MOUNT,PERFORMANCE,210,270,COLLAPSED_OLD_MODEL_MEDIAN
STRUT_TOP_MOUNT,EXOTIC,360,440,COLLAPSED_OLD_MODEL_MEDIAN
CV_JOINT,ECONOMY,160,200,COLLAPSED_OLD_MODEL_MEDIAN
CV_JOINT,STANDARD,180,220,COLLAPSED_OLD_MODEL_MEDIAN
CV_JOINT,PREMIUM,220,280,COLLAPSED_OLD_MODEL_MEDIAN
CV_JOINT,PERFORMANCE,280,340,COLLAPSED_OLD_MODEL_MEDIAN
CV_JOINT,EXOTIC,490,590,COLLAPSED_OLD_MODEL_MEDIAN
CV_BOOT,ECONOMY,90,130,COLLAPSED_OLD_MODEL_MEDIAN
CV_BOOT,STANDARD,100,140,COLLAPSED_OLD_MODEL_MEDIAN
CV_BOOT,PREMIUM,120,160,COLLAPSED_OLD_MODEL_MEDIAN
CV_BOOT,PERFORMANCE,150,190,COLLAPSED_OLD_MODEL_MEDIAN
CV_BOOT,EXOTIC,230,290,COLLAPSED_OLD_MODEL_MEDIAN
TRANSMISSION_REBUILD,ECONOMY,2460,2940,COLLAPSED_OLD_MODEL_MEDIAN
TRANSMISSION_REBUILD,STANDARD,2760,3240,COLLAPSED_OLD_MODEL_MEDIAN
TRANSMISSION_REBUILD,PREMIUM,3450,4050,COLLAPSED_OLD_MODEL_MEDIAN
TRANSMISSION_REBUILD,PERFORMANCE,4880,5720,COLLAPSED_OLD_MODEL_MEDIAN
TRANSMISSION_REBUILD,EXOTIC,8660,10160,COLLAPSED_OLD_MODEL_MEDIAN
WINDOW_REGULATOR,ECONOMY,160,200,COLLAPSED_OLD_MODEL_MEDIAN
WINDOW_REGULATOR,STANDARD,170,210,COLLAPSED_OLD_MODEL_MEDIAN
WINDOW_REGULATOR,PREMIUM,210,270,COLLAPSED_OLD_MODEL_MEDIAN
WINDOW_REGULATOR,PERFORMANCE,270,330,COLLAPSED_OLD_MODEL_MEDIAN
WINDOW_REGULATOR,EXOTIC,480,580,COLLAPSED_OLD_MODEL_MEDIAN
WIPER_MOTOR,ECONOMY,170,210,COLLAPSED_OLD_MODEL_MEDIAN
WIPER_MOTOR,STANDARD,180,220,COLLAPSED_OLD_MODEL_MEDIAN
WIPER_MOTOR,PREMIUM,220,280,COLLAPSED_OLD_MODEL_MEDIAN
WIPER_MOTOR,PERFORMANCE,290,350,COLLAPSED_OLD_MODEL_MEDIAN
WIPER_MOTOR,EXOTIC,520,640,COLLAPSED_OLD_MODEL_MEDIAN
DOOR_LOCK_ACTUATOR,ECONOMY,130,170,COLLAPSED_OLD_MODEL_MEDIAN
DOOR_LOCK_ACTUATOR,STANDARD,140,180,COLLAPSED_OLD_MODEL_MEDIAN
DOOR_LOCK_ACTUATOR,PREMIUM,180,220,COLLAPSED_OLD_MODEL_MEDIAN
DOOR_LOCK_ACTUATOR,PERFORMANCE,220,280,COLLAPSED_OLD_MODEL_MEDIAN
DOOR_LOCK_ACTUATOR,EXOTIC,400,480,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_MOTOR,ECONOMY,170,210,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_MOTOR,STANDARD,180,240,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_MOTOR,PREMIUM,230,290,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_MOTOR,PERFORMANCE,300,360,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_MOTOR,EXOTIC,530,650,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_CONTROLLER,ECONOMY,90,130,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_CONTROLLER,STANDARD,90,130,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_CONTROLLER,PREMIUM,120,160,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_CONTROLLER,PERFORMANCE,160,200,COLLAPSED_OLD_MODEL_MEDIAN
BLOWER_CONTROLLER,EXOTIC,280,340,COLLAPSED_OLD_MODEL_MEDIAN
AC_CONDENSER,ECONOMY,280,340,COLLAPSED_OLD_MODEL_MEDIAN
AC_CONDENSER,STANDARD,300,360,COLLAPSED_OLD_MODEL_MEDIAN
AC_CONDENSER,PREMIUM,370,450,COLLAPSED_OLD_MODEL_MEDIAN
AC_CONDENSER,PERFORMANCE,460,560,COLLAPSED_OLD_MODEL_MEDIAN
AC_CONDENSER,EXOTIC,790,970,COLLAPSED_OLD_MODEL_MEDIAN
WINDSCREEN_REPLACE,ECONOMY,450,550,COLLAPSED_OLD_MODEL_MEDIAN
WINDSCREEN_REPLACE,STANDARD,500,600,COLLAPSED_OLD_MODEL_MEDIAN
WINDSCREEN_REPLACE,PREMIUM,620,760,COLLAPSED_OLD_MODEL_MEDIAN
WINDSCREEN_REPLACE,PERFORMANCE,870,1070,COLLAPSED_OLD_MODEL_MEDIAN
WINDSCREEN_REPLACE,EXOTIC,1570,1870,COLLAPSED_OLD_MODEL_MEDIAN
ADAS_CALIBRATION,ECONOMY,180,220,COLLAPSED_OLD_MODEL_MEDIAN
ADAS_CALIBRATION,STANDARD,190,250,COLLAPSED_OLD_MODEL_MEDIAN
ADAS_CALIBRATION,PREMIUM,250,310,COLLAPSED_OLD_MODEL_MEDIAN
ADAS_CALIBRATION,PERFORMANCE,350,430,COLLAPSED_OLD_MODEL_MEDIAN
ADAS_CALIBRATION,EXOTIC,620,760,COLLAPSED_OLD_MODEL_MEDIAN
HEADLAMP_UNIT,ECONOMY,450,550,COLLAPSED_OLD_MODEL_MEDIAN
HEADLAMP_UNIT,STANDARD,500,600,COLLAPSED_OLD_MODEL_MEDIAN
HEADLAMP_UNIT,PREMIUM,620,760,COLLAPSED_OLD_MODEL_MEDIAN
HEADLAMP_UNIT,PERFORMANCE,870,1070,COLLAPSED_OLD_MODEL_MEDIAN
HEADLAMP_UNIT,EXOTIC,1570,1870,COLLAPSED_OLD_MODEL_MEDIAN
TPMS_SENSOR,ECONOMY,55,85,COLLAPSED_OLD_MODEL_MEDIAN
TPMS_SENSOR,STANDARD,65,95,COLLAPSED_OLD_MODEL_MEDIAN
TPMS_SENSOR,PREMIUM,80,120,COLLAPSED_OLD_MODEL_MEDIAN
TPMS_SENSOR,PERFORMANCE,110,150,COLLAPSED_OLD_MODEL_MEDIAN
TPMS_SENSOR,EXOTIC,190,250,COLLAPSED_OLD_MODEL_MEDIAN
HV_BATTERY_REPLACE,ECONOMY,8280,9720,COLLAPSED_OLD_MODEL_MEDIAN
HV_BATTERY_REPLACE,STANDARD,9200,10800,COLLAPSED_OLD_MODEL_MEDIAN
HV_BATTERY_REPLACE,PREMIUM,11500,13500,COLLAPSED_OLD_MODEL_MEDIAN
HV_BATTERY_REPLACE,PERFORMANCE,16250,19070,COLLAPSED_OLD_MODEL_MEDIAN
HV_BATTERY_REPLACE,EXOTIC,28850,33870,COLLAPSED_OLD_MODEL_MEDIAN
EV_DRIVE_UNIT,ECONOMY,3730,4370,COLLAPSED_OLD_MODEL_MEDIAN
EV_DRIVE_UNIT,STANDARD,4140,4860,COLLAPSED_OLD_MODEL_MEDIAN
EV_DRIVE_UNIT,PREMIUM,5540,6500,COLLAPSED_OLD_MODEL_MEDIAN
EV_DRIVE_UNIT,PERFORMANCE,7650,8990,COLLAPSED_OLD_MODEL_MEDIAN
EV_DRIVE_UNIT,EXOTIC,13910,16330,COLLAPSED_OLD_MODEL_MEDIAN
ONBOARD_CHARGER,ECONOMY,1640,1960,COLLAPSED_OLD_MODEL_MEDIAN
ONBOARD_CHARGER,STANDARD,1820,2180,COLLAPSED_OLD_MODEL_MEDIAN
ONBOARD_CHARGER,PREMIUM,2280,2720,COLLAPSED_OLD_MODEL_MEDIAN
ONBOARD_CHARGER,PERFORMANCE,3250,3810,COLLAPSED_OLD_MODEL_MEDIAN
ONBOARD_CHARGER,EXOTIC,5770,6770,COLLAPSED_OLD_MODEL_MEDIAN
DC_DC_CONVERTER,ECONOMY,1150,1370,COLLAPSED_OLD_MODEL_MEDIAN
DC_DC_CONVERTER,STANDARD,1270,1530,COLLAPSED_OLD_MODEL_MEDIAN
DC_DC_CONVERTER,PREMIUM,1590,1910,COLLAPSED_OLD_MODEL_MEDIAN
DC_DC_CONVERTER,PERFORMANCE,2250,2690,COLLAPSED_OLD_MODEL_MEDIAN
DC_DC_CONVERTER,EXOTIC,4040,4740,COLLAPSED_OLD_MODEL_MEDIAN
CHARGE_PORT,ECONOMY,650,790,COLLAPSED_OLD_MODEL_MEDIAN
